nome_municipio,codigo_ibge,SG_UF,FEMININO,MASCULINO,NÃO DIVULGÁVEL,NÃO INFORMADO
ORLEANS,4211702,SC,7,52,0,0
ORLÂNDIA,3534302,SP,10,44,0,0
OROBÓ,2609709,PE,12,50,0,0
OROCÓ,2609808,PE,12,42,0,0
ORTIGUEIRA,4117305,PR,3,56,0,0
ORÓS,2309508,CE,8,54,0,0
OSASCO,3534401,SP,14,100,0,0
OSCAR BRESSANE,3534500,SP,9,44,0,0
OSVALDO CRUZ,3534609,SP,7,58,0,0
OSÓRIO,4313508,RS,5,50,0,0
OTACÍLIO COSTA,4211751,SC,7,51,0,0
OURICURI,2609907,PE,8,62,0,0
OURILÂNDIA DO NORTE,1505437,PA,4,57,0,0
OURINHOS,3534708,SP,4,67,0,0
OURIZONA,4117404,PR,14,38,0,0
OURIÇANGAS,2923308,BA,2,49,0,0
OURO,4211801,SC,5,47,0,0
OURO BRANCO,2408508,RN,4,48,0,0
OURO BRANCO,2706109,AL,9,40,0,0
OURO BRANCO,3145901,MG,9,53,0,0
OURO FINO,3146008,MG,4,53,0,0
OURO PRETO,3146107,MG,8,64,0,0
OURO PRETO DO OESTE,1100155,RO,11,43,0,0
OURO VELHO,2510600,PB,15,36,0,0
OURO VERDE,3534807,SP,5,47,0,0
OURO VERDE,4211850,SC,7,45,0,0
OURO VERDE DE GOIÁS,5215405,GO,4,47,0,0
OURO VERDE DE MINAS,3146206,MG,6,45,0,0
OURO VERDE DO OESTE,4117453,PR,6,46,0,0
OUROESTE,3534757,SP,8,42,0,0
OUROLÂNDIA,2923357,BA,15,43,0,0
OURÉM,1505403,PA,5,45,0,0
OUVIDOR,5215504,GO,3,48,0,0
PACAEMBU,3534906,SP,9,42,0,0
PACAJUS,2309607,CE,10,66,0,0
PACAJÁ,1505486,PA,4,58,0,0
PACARAIMA,1400456,RR,11,39,0,0
PACATUBA,2309706,CE,9,67,0,0
PACATUBA,2804904,SE,11,40,0,0
PACOTI,2309805,CE,11,43,0,0
PACUJÁ,2309904,CE,8,44,0,0
PADRE BERNARDO,5215603,GO,5,55,0,0
PADRE CARVALHO,3146255,MG,4,48,0,0
PADRE MARCOS,2207207,PI,12,39,0,0
PADRE PARAÍSO,3146305,MG,6,51,0,0
PAES LANDIM,2207306,PI,10,42,0,0
PAI PEDRO,3146552,MG,1,51,0,0
PAIAL,4211876,SC,3,49,0,0
PAIM FILHO,4313607,RS,12,40,0,0
PAINEIRAS,3146404,MG,1,49,0,0
PAINEL,4211892,SC,4,47,0,0
PAINS,3146503,MG,4,45,0,0
PAIVA,3146602,MG,9,43,0,0
PAIÇANDU,4117503,PR,7,44,0,0
PAJEÚ DO PIAUÍ,2207355,PI,4,48,0,0
PALESTINA,2706208,AL,8,44,0,0
PALESTINA,3535002,SP,4,41,0,0
PALESTINA DE GOIÁS,5215652,GO,7,43,0,0
PALESTINA DO PARÁ,1505494,PA,11,40,0,0
PALHANO,2310001,CE,4,47,0,0
PALHOÇA,4211900,SC,3,74,0,0
PALMA,3146701,MG,8,43,0,0
PALMA SOLA,4212007,SC,3,47,0,0
PALMARES,2610004,PE,11,62,0,0
PALMARES DO SUL,4313656,RS,12,37,0,0
PALMARES PAULISTA,3535101,SP,13,41,0,0
PALMAS,1721000,TO,14,76,0,0
PALMAS,4117602,PR,4,54,0,0
PALMAS DE MONTE ALTO,2923407,BA,16,43,0,0
PALMEIRA,4117701,PR,2,48,0,0
PALMEIRA,4212056,SC,5,47,0,0
PALMEIRA D'OESTE,3535200,SP,9,45,0,0
PALMEIRA DAS MISSÕES,4313706,RS,6,64,0,0
PALMEIRA DO PIAUÍ,2207405,PI,3,49,0,0
PALMEIRA DOS ÍNDIOS,2706307,AL,12,62,0,0
PALMEIRAIS,2207504,PI,6,47,0,0
PALMEIRANTE,1715705,TO,4,48,0,0
PALMEIRAS,2923506,BA,3,49,0,0
PALMEIRAS DE GOIÁS,5215702,GO,5,52,0,0
PALMEIRAS DO TOCANTINS,1713809,TO,11,39,0,0
PALMEIRINA,2610103,PE,9,43,0,0
PALMEIRÂNDIA,2107605,MA,7,50,0,0
PALMEIRÓPOLIS,1715754,TO,10,42,0,0
PALMELO,5215801,GO,11,41,0,0
PALMINÓPOLIS,5215900,GO,8,44,0,0
PALMITAL,3535309,SP,10,51,0,0
PALMITAL,4117800,PR,7,43,0,0
PALMITINHO,4313805,RS,8,44,0,0
PALMITOS,4212106,SC,15,45,0,0
PALMÁCIA,2310100,CE,6,45,0,0
PALMÓPOLIS,3146750,MG,8,44,0,0
PALOTINA,4117909,PR,3,49,0,0
PANAMBI,4313904,RS,7,56,0,0
PANAMÁ,5216007,GO,11,40,0,0
PANCAS,3204005,ES,8,52,0,0
PANELAS,2610202,PE,7,50,0,0
PANORAMA,3535408,SP,12,36,0,0
PANTANO GRANDE,4313953,RS,7,43,0,0
PAPAGAIOS,3146909,MG,5,46,0,0
PAPANDUVA,4212205,SC,9,42,0,0
PAQUETÁ,2207553,PI,6,45,0,0
PARACAMBI,3303609,RJ,2,48,0,0
PARACATU,3147006,MG,11,68,0,0
PARACURU,2310209,CE,12,56,0,0
PARAGOMINAS,1505502,PA,14,50,0,0
PARAGUAÇU,3147204,MG,3,46,0,0
PARAGUAÇU PAULISTA,3535507,SP,15,51,0,0
PARAIBANO,2107704,MA,16,44,0,0
PARAIBUNA,3535606,SP,5,47,0,0
PARAIPABA,2310258,CE,6,61,0,0
PARAISÓPOLIS,3147303,MG,5,43,0,0
PARAMBU,2310308,CE,4,66,0,0
PARAMIRIM,2923605,BA,3,55,0,0
PARAMOTI,2310407,CE,12,41,0,0
PARANACITY,4118105,PR,10,41,0,0
PARANAGUÁ,4118204,PR,8,80,0,0
PARANAIGUARA,5216304,GO,9,39,0,0
PARANAPANEMA,3535804,SP,8,45,0,0
PARANAPOEMA,4118303,PR,3,47,0,0
PARANAPUÃ,3535903,SP,9,42,0,0
PARANATAMA,2610301,PE,8,42,0,0
PARANATINGA,5106307,MT,3,56,0,0
PARANAVAÍ,4118402,PR,8,52,0,0
PARANAÍBA,5006309,MS,6,56,0,0
PARANAÍTA,5106299,MT,11,42,0,0
PARANHOS,5006358,MS,5,44,0,0
PARANÁ,2408607,RN,6,47,0,0
PARANÃ,1716208,TO,6,44,0,0
PARAOPEBA,3147402,MG,4,55,0,0
PARAPUÃ,3536000,SP,0,50,0,0
PARARI,2510659,PB,7,45,0,0
PARATINGA,2923704,BA,2,61,0,0
PARATY,3303807,RJ,2,47,0,0
PARAUAPEBAS,1505536,PA,12,62,0,0
PARAZINHO,2408805,RN,9,43,0,0
PARAÍ,4314001,RS,9,43,0,0
PARAÍBA DO SUL,3303708,RJ,7,51,0,0
PARAÍSO,3535705,SP,9,45,0,0
PARAÍSO,4212239,SC,4,48,0,0
PARAÍSO DAS ÁGUAS,5006275,MS,1,26,0,0
PARAÍSO DO NORTE,4118006,PR,11,39,0,0
PARAÍSO DO SUL,4314027,RS,6,44,0,0
PARAÍSO DO TOCANTINS,1716109,TO,16,43,0,0
PARAÚ,2408706,RN,23,28,0,0
PARAÚNA,5216403,GO,9,41,0,0
PARDINHO,3536109,SP,3,49,0,0
PARECI NOVO,4314035,RS,8,44,0,0
PARECIS,1101450,RO,2,50,0,0
PARELHAS,2408904,RN,12,48,0,0
PARICONHA,2706422,AL,10,41,0,0
PARINTINS,1303403,AM,11,54,0,0
PARIPIRANGA,2923803,BA,6,53,0,0
PARIPUEIRA,2706448,AL,2,44,0,0
PARIQUERA-AÇU,3536208,SP,3,43,0,0
PARISI,3536257,SP,5,46,0,0
PARNAGUÁ,2207603,PI,10,42,0,0
PARNAMIRIM,2403251,RN,12,66,0,0
PARNAMIRIM,2610400,PE,0,55,0,0
PARNARAMA,2107803,MA,12,53,0,0
PARNAÍBA,2207702,PI,8,73,0,0
PAROBÉ,4314050,RS,8,62,0,0
PARÁ DE MINAS,3147105,MG,4,77,0,0
PASSA E FICA,2409100,RN,7,45,0,0
PASSA QUATRO,3147600,MG,4,49,0,0
PASSA SETE,4314068,RS,5,47,0,0
PASSA TEMPO,3147709,MG,11,39,0,0
PASSA VINTE,3147808,MG,2,48,0,0
PASSABÉM,3147501,MG,9,43,0,0
PASSAGEM,2409209,RN,11,39,0,0
PASSAGEM,2510709,PB,10,42,0,0
PASSAGEM FRANCA,2107902,MA,13,47,0,0
PASSAGEM FRANCA DO PIAUÍ,2207751,PI,17,35,0,0
PASSIRA,2610509,PE,6,51,0,0
PASSO DE CAMARAGIBE,2706505,AL,10,41,0,0
PASSO DE TORRES,4212254,SC,5,46,0,0
PASSO DO SOBRADO,4314076,RS,13,39,0,0
PASSO FUNDO,4314100,RS,6,94,0,0
PASSOS,3147907,MG,9,54,0,0
PASSOS MAIA,4212270,SC,17,35,0,0
PASTOS BONS,2108009,MA,8,52,0,0
PATIS,3147956,MG,1,50,0,0
PATO BRAGADO,4118451,PR,5,47,0,0
PATO BRANCO,4118501,PR,7,55,0,0
PATOS,2510808,PB,17,65,0,0
PATOS DE MINAS,3148004,MG,9,73,0,0
PATOS DO PIAUÍ,2207777,PI,4,48,0,0
PATROCÍNIO,3148103,MG,16,59,0,0
PATROCÍNIO DO MURIAÉ,3148202,MG,4,44,0,0
PATROCÍNIO PAULISTA,3536307,SP,8,46,0,0
PATU,2409308,RN,16,37,0,0
PATY DO ALFERES,3303856,RJ,4,51,0,0
PAU BRASIL,2923902,BA,7,45,0,0
PAU D'ARCO,1505551,PA,1,47,0,0
PAU D'ARCO,1716307,TO,10,40,0,0
PAU D'ARCO DO PIAUÍ,2207793,PI,0,51,0,0
PAU DOS FERROS,2409407,RN,15,41,0,0
PAUDALHO,2610608,PE,3,57,0,0
PAUINI,1303502,AM,2,51,1,0
PAULA CÂNDIDO,3148301,MG,5,44,0,0
PAULA FREITAS,4118600,PR,7,42,0,0
PAULICÉIA,3536406,SP,6,45,0,0
PAULINO NEVES,2108058,MA,8,46,0,0
PAULISTA,2510907,PB,13,43,0,0
PAULISTA,2610707,PE,6,77,0,0
PAULISTANA,2207801,PI,6,53,0,0
PAULISTAS,3148400,MG,11,40,0,0
PAULISTÂNIA,3536570,SP,10,42,0,0
PAULO AFONSO,2924009,BA,7,69,0,0
PAULO BENTO,4314134,RS,4,47,0,0
PAULO DE FARIA,3536604,SP,13,38,0,0
PAULO FRONTIN,4118709,PR,3,46,0,0
PAULO JACINTO,2706604,AL,8,43,0,0
PAULO LOPES,4212304,SC,11,40,0,0
PAULO RAMOS,2108108,MA,12,49,0,0
PAULÍNIA,3536505,SP,6,65,0,0
PAVERAMA,4314159,RS,7,43,0,0
PAVUSSU,2207850,PI,10,42,0,0
PAVÃO,3148509,MG,10,42,0,0
PAÇO DO LUMIAR,2107506,MA,16,59,0,0
PEABIRU,4118808,PR,2,47,0,0
PEDERNEIRAS,3536703,SP,7,45,0,0
PEDRA,2610806,PE,4,54,0,0
PEDRA AZUL,3148707,MG,3,57,0,0
PEDRA BELA,3536802,SP,9,45,0,0
PEDRA BONITA,3148756,MG,6,42,0,0
PEDRA BRANCA,2310506,CE,12,56,0,0
PEDRA BRANCA,2511004,PB,1,51,0,0
PEDRA DO ANTA,3148806,MG,2,48,0,0
PEDRA DO INDAIÁ,3148905,MG,15,37,0,0
PEDRA DOURADA,3149002,MG,12,39,0,0
PEDRA GRANDE,2409506,RN,9,43,0,0
PEDRA LAVRADA,2511103,PB,6,46,0,0
PEDRA MOLE,2805000,SE,4,48,0,0
PEDRA PRETA,2409605,RN,9,43,0,0
PEDRA PRETA,5106372,MT,11,48,0,0
PEDRALVA,3149101,MG,6,44,0,0
PEDRANÓPOLIS,3536901,SP,6,47,0,0
PEDRAS ALTAS,4314175,RS,7,44,0,0
PEDRAS DE FOGO,2511202,PB,13,49,0,0
PEDRAS DE MARIA DA CRUZ,3149150,MG,3,45,0,0
PEDRAS GRANDES,4212403,SC,1,51,0,0
PEDREGULHO,3537008,SP,4,54,0,0
PEDREIRA,3537107,SP,3,51,0,0
PEDREIRAS,2108207,MA,11,55,0,0
PEDRINHAS,2805109,SE,3,47,0,0
PEDRINHAS PAULISTA,3537156,SP,8,43,0,0
PEDRINÓPOLIS,3149200,MG,9,42,0,0
PEDRO AFONSO,1716505,TO,6,44,0,0
PEDRO ALEXANDRE,2924207,BA,1,55,0,0
PEDRO AVELINO,2409704,RN,11,40,0,0
PEDRO CANÁRIO,3204054,ES,3,54,0,0
PEDRO DE TOLEDO,3537206,SP,4,46,0,0
PEDRO DO ROSÁRIO,2108256,MA,21,34,0,0
PEDRO GOMES,5006408,MS,4,46,0,0
PEDRO II,2207900,PI,8,58,0,0
PEDRO LAURENTINO,2207934,PI,5,47,0,0
PEDRO LEOPOLDO,3149309,MG,0,58,0,0
PEDRO OSÓRIO,4314209,RS,5,44,0,0
PEDRO RÉGIS,2512721,PB,0,50,0,0
PEDRO TEIXEIRA,3149408,MG,7,44,0,0
PEDRO VELHO,2409803,RN,12,39,0,0
PEDRÃO,2924108,BA,1,47,0,1
PEIXE,1716604,TO,12,37,0,0
PEIXE-BOI,1505601,PA,10,41,0,0
PEIXOTO DE AZEVEDO,5106422,MT,11,47,0,0
PEJUÇARA,4314308,RS,8,42,0,0
PELOTAS,4314407,RS,15,90,0,0
PENAFORTE,2310605,CE,3,49,0,0
PENALVA,2108306,MA,13,51,0,0
PENDÊNCIAS,2409902,RN,7,47,0,0
PENEDO,2706703,AL,6,63,0,0
PENHA,4212502,SC,4,54,0,0
PENTECOSTE,2310704,CE,9,59,0,0
PENÁPOLIS,3537305,SP,6,63,0,0
PEQUERI,3149507,MG,6,45,0,0
PEQUI,3149606,MG,2,49,0,0
PEQUIZEIRO,1716653,TO,7,45,0,0
PERDIGÃO,3149705,MG,5,44,0,0
PERDIZES,3149804,MG,7,42,0,0
PERDÕES,3149903,MG,5,45,0,0
PEREIRA BARRETO,3537404,SP,5,58,0,0
PEREIRAS,3537503,SP,5,47,0,0
PEREIRO,2310803,CE,15,44,0,0
PERI MIRIM,2108405,MA,5,45,0,0
PERIQUITO,3149952,MG,7,43,0,0
PERITIBA,4212601,SC,13,39,0,0
PERITORÓ,2108454,MA,8,46,0,0
PEROBAL,4118857,PR,5,46,0,0
PEROLÂNDIA,5216452,GO,9,42,0,0
PERUÍBE,3537602,SP,5,67,0,0
PESCADOR,3150000,MG,5,45,0,0
PESCARIA BRAVA,4212650,SC,4,23,0,0
PESQUEIRA,2610905,PE,7,64,0,0
PETROLINA,2611101,PE,12,94,0,0
PETROLINA DE GOIÁS,5216809,GO,5,47,0,0
PETROLÂNDIA,2611002,PE,4,55,0,0
PETROLÂNDIA,4212700,SC,17,35,0,0
PETRÓPOLIS,3303906,RJ,4,81,0,0
PEÇANHA,3148608,MG,0,59,0,0
PIACATU,3537701,SP,4,48,0,0
PIANCÓ,2511301,PB,12,49,0,0
PIATÃ,2924306,BA,1,59,0,0
PIAU,3150109,MG,3,47,0,0
PIAÇABUÇU,2706802,AL,9,47,0,0
PICADA CAFÉ,4314423,RS,5,45,0,0
PICOS,2208007,PI,6,69,0,0
PICUÍ,2511400,PB,12,50,0,0
PIEDADE,3537800,SP,10,57,0,0
PIEDADE DE CARATINGA,3150158,MG,6,45,0,0
PIEDADE DE PONTE NOVA,3150208,MG,6,41,0,0
PIEDADE DO RIO GRANDE,3150307,MG,7,42,0,0
PIEDADE DOS GERAIS,3150406,MG,5,46,0,0
PILAR,2511509,PB,10,43,0,0
PILAR,2706901,AL,9,54,0,0
PILAR DE GOIÁS,5216908,GO,4,46,0,0
PILAR DO SUL,3537909,SP,10,46,0,0
PILÃO ARCADO,2924405,BA,3,68,0,0
PILÕES,2410009,RN,10,42,0,0
PILÕES,2511608,PB,9,44,0,0
PILÕEZINHOS,2511707,PB,4,50,0,0
PIMENTA,3150505,MG,2,45,0,0
PIMENTA BUENO,1100189,RO,8,50,0,0
PIMENTEIRAS,2208106,PI,7,49,0,0
PIMENTEIRAS DO OESTE,1101468,RO,6,44,0,0
PINDAMONHANGABA,3538006,SP,4,61,0,0
PINDARÉ-MIRIM,2108504,MA,14,48,3,0
PINDAÍ,2924504,BA,16,43,0,0
PINDOBA,2707008,AL,11,41,0,0
PINDOBAÇU,2924603,BA,8,50,0,0
PINDORAMA,3538105,SP,4,49,0,0
PINDORAMA DO TOCANTINS,1717008,TO,7,44,0,0
PINDORETAMA,2310852,CE,19,37,0,0
PINGO D'ÁGUA,3150539,MG,4,46,0,0
PINHAIS,4119152,PR,13,68,0,0
PINHAL,4314456,RS,7,46,0,0
PINHAL DA SERRA,4314464,RS,8,44,0,0
PINHAL DE SÃO BENTO,4119251,PR,1,51,0,0
PINHAL GRANDE,4314472,RS,4,48,0,0
PINHALZINHO,3538204,SP,12,35,0,0
PINHALZINHO,4212908,SC,13,45,0,0
PINHALÃO,4119202,PR,10,41,0,0
PINHEIRAL,3303955,RJ,6,41,0,0
PINHEIRINHO DO VALE,4314498,RS,15,37,0,0
PINHEIRO,2108603,MA,9,68,0,0
PINHEIRO MACHADO,4314506,RS,3,47,0,0
PINHEIRO PRETO,4213005,SC,4,48,0,0
PINHEIROS,3204104,ES,6,54,0,0
PINHÃO,2805208,SE,7,45,0,0
PINHÃO,4119301,PR,7,55,0,0
PINTADAS,2924652,BA,9,43,0,0
PINTO BANDEIRA,4314548,RS,10,26,0,0
PINTÓPOLIS,3150570,MG,2,45,0,0
PIO IX,2208205,PI,6,52,0,0
PIO XII,2108702,MA,6,56,0,0
PIQUEROBI,3538303,SP,5,48,0,0
PIQUET CARNEIRO,2310902,CE,5,55,0,0
PIQUETE,3538501,SP,7,41,0,0
PIRACAIA,3538600,SP,7,48,0,0
PIRACANJUBA,5217104,GO,7,48,0,0
PIRACEMA,3150604,MG,9,41,0,0
PIRACICABA,3538709,SP,14,98,0,0
PIRACURUCA,2208304,PI,7,51,0,0
PIRAJU,3538808,SP,4,55,0,0
PIRAJUBA,3150703,MG,10,41,0,0
PIRAJUÍ,3538907,SP,8,51,0,0
PIRAMBU,2805307,SE,14,36,0,0
PIRANGA,3150802,MG,7,50,0,0
PIRANGI,3539004,SP,12,38,0,0
PIRANGUINHO,3151008,MG,14,34,0,0
PIRANGUÇU,3150901,MG,6,40,0,0
PIRANHAS,2707107,AL,13,43,0,0
PIRANHAS,5217203,GO,2,47,0,0
PIRAPEMAS,2108801,MA,12,45,0,0
PIRAPETINGA,3151107,MG,5,48,0,0
PIRAPORA,3151206,MG,6,67,0,0
PIRAPORA DO BOM JESUS,3539103,SP,6,43,0,0
PIRAPOZINHO,3539202,SP,8,52,0,0
PIRAPÓ,4314555,RS,8,44,0,0
PIRAQUARA,4119509,PR,0,66,0,0
PIRAQUÊ,1717206,TO,10,41,0,0
PIRASSUNUNGA,3539301,SP,6,49,0,0
PIRATINI,4314605,RS,3,49,0,0
PIRATININGA,3539400,SP,10,41,0,0
PIRATUBA,4213104,SC,15,37,0,0
PIRAÍ,3304003,RJ,1,55,0,0
PIRAÍ DO NORTE,2924678,BA,7,46,0,0
PIRAÍ DO SUL,4119400,PR,6,44,0,0
PIRAÚBA,3151305,MG,7,45,0,0
PIRENÓPOLIS,5217302,GO,4,55,0,0
PIRES DO RIO,5217401,GO,9,46,0,0
PIRES FERREIRA,2310951,CE,15,37,0,0
PIRIPIRI,2208403,PI,12,60,0,0
PIRIPÁ,2924702,BA,14,36,0,0
PIRITIBA,2924801,BA,1,57,0,0
PIRPIRITUBA,2511806,PB,8,44,0,0
PITANGA,4119608,PR,12,54,0,0
PITANGUEIRAS,3539509,SP,6,59,0,0
PITANGUEIRAS,4119657,PR,5,47,0,0
PITANGUI,3151404,MG,5,49,0,0
PITIMBU,2511905,PB,5,52,0,0
PIUM,1717503,TO,8,43,0,0
PIUMHI,3151503,MG,6,46,0,0
PIÇARRA,1505635,PA,6,46,0,0
PIÊN,4119103,PR,4,45,0,0
PIÚMA,3204203,ES,10,47,0,0
PLACAS,1505650,PA,7,51,0,0
PLANALTINA,5217609,GO,3,74,0,0
PLANALTINA DO PARANÁ,4119707,PR,9,41,0,0
PLANALTINO,2924900,BA,5,46,0,0
PLANALTO,2925006,BA,4,54,0,0
PLANALTO,3539608,SP,8,46,0,0
PLANALTO,4119806,PR,6,47,0,0
PLANALTO,4314704,RS,3,49,0,0
PLANALTO ALEGRE,4213153,SC,7,43,0,0
PLANALTO DA SERRA,5106455,MT,15,37,0,0
PLANURA,3151602,MG,3,46,0,0
PLATINA,3539707,SP,8,44,0,0
PLÁCIDO DE CASTRO,1200385,AC,17,37,0,0
POCINHOS,2512002,PB,11,51,0,0
POCONÉ,5106505,MT,11,46,0,0
POCRANE,3151909,MG,7,46,0,0
POJUCA,2925204,BA,10,52,0,0
POLONI,3539905,SP,9,45,0,0
POMBAL,2512101,PB,6,61,0,0
POMBOS,2611309,PE,12,43,0,0
POMERODE,4213203,SC,5,47,0,0
POMPÉIA,3540002,SP,5,52,0,0
POMPÉU,3152006,MG,6,46,0,0
PONGAÍ,3540101,SP,9,45,0,0
PONTA DE PEDRAS,1505700,PA,20,32,0,0
PONTA GROSSA,4119905,PR,10,95,0,0
PONTA PORÃ,5006606,MS,10,65,0,0
PONTAL,3540200,SP,20,45,0,0
PONTAL DO ARAGUAIA,5106653,MT,13,37,0,0
PONTAL DO PARANÁ,4119954,PR,9,42,0,1
PONTALINA,5217708,GO,9,49,0,0
PONTALINDA,3540259,SP,5,46,0,0
PONTE ALTA,4213302,SC,5,46,0,0
PONTE ALTA DO BOM JESUS,1717800,TO,8,42,0,0
PONTE ALTA DO NORTE,4213351,SC,8,41,0,0
PONTE ALTA DO TOCANTINS,1717909,TO,6,45,0,0
PONTE BRANCA,5106703,MT,6,46,0,0
PONTE NOVA,3152105,MG,10,57,0,0
PONTE PRETA,4314787,RS,2,50,0,0
PONTE SERRADA,4213401,SC,7,44,0,0
PONTES E LACERDA,5106752,MT,8,52,0,0
PONTES GESTAL,3540309,SP,5,45,0,0
PONTO BELO,3204252,ES,12,39,0,0
PONTO CHIQUE,3152131,MG,11,39,0,0
PONTO DOS VOLANTES,3152170,MG,2,45,0,0
PONTO NOVO,2925253,BA,4,47,0,0
PONTÃO,4314779,RS,7,44,0,0
POPULINA,3540408,SP,8,45,0,0
PORANGA,2311009,CE,17,37,0,0
PORANGABA,3540507,SP,5,47,0,0
PORANGATU,5218003,GO,4,62,0,0
PORCIÚNCULA,3304102,RJ,7,46,0,0
PORECATU,4120002,PR,8,38,0,0
PORTALEGRE,2410207,RN,12,41,0,0
PORTEIRAS,2311108,CE,4,56,0,0
PORTEIRINHA,3152204,MG,1,65,0,0
PORTEIRÃO,5218052,GO,2,48,0,0
PORTEL,1505809,PA,6,61,0,0
PORTELÂNDIA,5218102,GO,13,39,0,0
PORTO,2208502,PI,14,38,0,0
PORTO ACRE,1200807,AC,4,44,0,0
PORTO ALEGRE,4314902,RS,37,168,0,0
PORTO ALEGRE DO NORTE,5106778,MT,9,39,0,0
PORTO ALEGRE DO PIAUÍ,2208551,PI,8,44,0,0
PORTO ALEGRE DO TOCANTINS,1718006,TO,12,40,0,0
PORTO AMAZONAS,4120101,PR,1,48,0,0
PORTO BARREIRO,4120150,PR,7,44,0,0
PORTO BELO,4213500,SC,5,50,0,0
PORTO CALVO,2707305,AL,12,46,0,0
PORTO DA FOLHA,2805604,SE,8,52,0,0
PORTO DE MOZ,1505908,PA,11,50,0,0
PORTO DE PEDRAS,2707404,AL,10,41,0,0
PORTO DO MANGUE,2410256,RN,10,42,0,0
PORTO DOS GAÚCHOS,5106802,MT,8,44,0,0
PORTO ESPERIDIÃO,5106828,MT,8,42,0,0
PORTO ESTRELA,5106851,MT,9,41,0,0
PORTO FELIZ,3540606,SP,9,51,0,0
PORTO FERREIRA,3540705,SP,5,54,0,0
PORTO FIRME,3152303,MG,3,48,0,0
PORTO FRANCO,2109007,MA,8,52,0,0
PORTO GRANDE,1600535,AP,9,42,0,0
PORTO LUCENA,4315008,RS,5,45,0,0
PORTO MAUÁ,4315057,RS,16,36,0,0
PORTO MURTINHO,5006903,MS,14,38,0,0
PORTO NACIONAL,1718204,TO,5,59,0,0
PORTO REAL,3304110,RJ,9,44,0,0
PORTO REAL DO COLÉGIO,2707503,AL,6,54,0,0
PORTO RICO,4120200,PR,5,45,0,0
PORTO RICO DO MARANHÃO,2109056,MA,6,43,0,0
PORTO SEGURO,2925303,BA,8,72,0,0
PORTO UNIÃO,4213609,SC,7,49,0,0
PORTO VELHO,1100205,RO,14,88,0,0
PORTO VERA CRUZ,4315073,RS,6,46,0,0
PORTO VITÓRIA,4120309,PR,5,46,0,0
PORTO WALTER,1200393,AC,6,42,0,0
PORTO XAVIER,4315107,RS,6,45,0,0
PORTÃO,4314803,RS,4,52,0,0
POSSE,5218300,GO,9,53,0,0
POTENGI,2311207,CE,20,32,0,0
POTIM,3540754,SP,11,36,0,0
POTIRAGUÁ,2925402,BA,4,46,0,0
POTIRENDABA,3540804,SP,5,48,0,0
POTIRETAMA,2311231,CE,8,43,0,0
POTÉ,3152402,MG,8,49,0,0
POUSO ALEGRE,3152501,MG,6,69,0,0
POUSO ALTO,3152600,MG,5,45,0,0
POUSO NOVO,4315131,RS,8,43,0,0
POUSO REDONDO,4213708,SC,3,49,0,0
POXORÉU,5107008,MT,3,56,0,0
POÁ,3539806,SP,5,75,0,0
POÇO BRANCO,2410108,RN,7,49,0,0
POÇO DANTAS,2512036,PB,3,49,0,0
POÇO DAS ANTAS,4314753,RS,13,40,0,0
POÇO DAS TRINCHEIRAS,2707206,AL,8,44,0,0
POÇO DE JOSÉ DE MOURA,2512077,PB,9,43,0,0
POÇO FUNDO,3151701,MG,7,44,0,0
POÇO REDONDO,2805406,SE,6,54,0,0
POÇO VERDE,2805505,SE,10,48,0,0
POÇOS DE CALDAS,3151800,MG,10,67,0,0
POÇÃO,2611200,PE,8,42,0,0
POÇÃO DE PEDRAS,2108900,MA,17,44,0,0
POÇÕES,2925105,BA,9,57,0,0
PRACINHA,3540853,SP,8,42,0,0
PRACUÚBA,1600550,AP,10,42,0,0
PRADO,2925501,BA,7,50,0,0
PRADO FERREIRA,4120333,PR,8,42,0,0
PRADOS,3152709,MG,6,44,0,0
PRADÓPOLIS,3540903,SP,4,48,0,0
PRAIA GRANDE,3541000,SP,8,84,0,0
PRAIA GRANDE,4213807,SC,5,46,0,0
PRAIA NORTE,1718303,TO,12,40,0,0
PRAINHA,1506005,PA,5,52,0,0
PRANCHITA,4120358,PR,12,40,0,0
PRATA,2512200,PB,11,41,0,0
PRATA,3152808,MG,4,55,0,0
PRATA DO PIAUÍ,2208601,PI,10,42,0,0
PRATINHA,3153004,MG,2,49,0,0
PRATÁPOLIS,3152907,MG,9,41,0,0
PRATÂNIA,3541059,SP,8,40,0,0
PRESIDENTE ALVES,3541109,SP,6,46,0,0
PRESIDENTE BERNARDES,3153103,MG,3,48,0,0
PRESIDENTE BERNARDES,3541208,SP,7,46,0,0
PRESIDENTE CASTELO BRANCO,4120408,PR,5,47,0,0
PRESIDENTE CASTELO BRANCO,4213906,SC,6,44,0,0
PRESIDENTE DUTRA,2109106,MA,8,59,0,0
PRESIDENTE DUTRA,2925600,BA,7,51,0,0
PRESIDENTE EPITÁCIO,3541307,SP,5,62,0,0
PRESIDENTE FIGUEIREDO,1303536,AM,7,48,0,0
PRESIDENTE GETÚLIO,4214003,SC,5,51,0,0
PRESIDENTE JUSCELINO,2109205,MA,13,38,0,0
PRESIDENTE JUSCELINO,3153202,MG,3,47,0,0
PRESIDENTE JÂNIO QUADROS,2925709,BA,7,42,0,0
PRESIDENTE KENNEDY,1718402,TO,5,47,0,0
PRESIDENTE KENNEDY,3204302,ES,7,47,0,0
PRESIDENTE KUBITSCHEK,3153301,MG,2,49,0,0
